Country,League,home_team,away_team,home_score,away_score,season_year,first_half,second_half,home_team_goals_current_time,home_team_goals,home_team_goals_assist,away_team_goals_current_time,away_team_goals,away_team_goals_assist,home_team_yellow_card_why,away_team_yellow_card_why,home_team_red_card_why,away_team_red_card_why,home_team_substitutions_current_time,home_team_substitutions,home_team_substitutions_with,away_team_substitutions_current_time,away_team_substitutions,away_team_substitutions_with,expected_goals_xg_home,expected_goals_xg_away,Ball_Possession_Home,Ball_Possession_Away,Shots_on_Goal_Home,Shots_on_Goal_Away,Offsides_Home,Offsides_Away,Goalkeeper_Saves_Home,Goalkeeper_Saves_Away,Fouls_Home,Fouls_Away,Red_Cards_Home,Red_Cards_Away,Yellow_Cards_Home,Yellow_Cards_Away,Total_Passes_Home,Total_Passes_Away,resultado,diferencia_goles,total_goles,Mayor_Posesion,equipo_mas_amarillas,equipo_recibe_mas_tiros,portero_mas_paradas,minuto_gol_home,minuto_gol_away,equipo_marco_primero,equipo_ganador,anoto_primero_y_gano,save_ratio_home,save_ratio_away,equipo_mas_faltas,mas_faltas_perdio,gana_quien_mas_amarillas
England,Premier-league,Nottingham,Tottenham,0,2,2023/2024,0 - 1,0 - 1,,,,"[""45+2'"", ""65'""]","['Richarlison', 'Kulusevski D.']","['(Kulusevski D.)', '-']","['(Tripping)', '(Tripping)']","['(Foul)', '(Holding)', '(Elbowing)', '(Foul)']",,['(Roughing)'],"[""68'"", ""68'"", ""83'""]","['Wood Ch.', 'Danilo', 'Hudson-Odoi C.']","['Boly W.', 'Kouyate C.', 'Mangala O.']","[""32'"", ""72'"", ""88'"", ""90+9'""]","['Skipp O.', 'Hojbjerg P.', 'Emerson Royal', 'Veliz A.']","['Johnson B.', 'Richarlison', 'Son Heung-Min', 'Kulusevski D.']",1.47,1.31,33.0,67.0,1.0,6.0,5.0,0.0,4.0,1.0,16.0,11.0,0.0,1.0,2.0,4.0,244.0,547.0,visitante,2,2,visitante,visitante,local,local,,2.0,away,away,1,0.6666666666666666,1.0,home,1,True
England,Premier-league,Tottenham,Newcastle,4,1,2023/2024,2 - 0,2 - 1,"[""26'"", ""38'"", ""60'"", ""85'""]","['Udogie D.', 'Richarlison', 'Richarlison', 'Son Heung-Min']","['(Son Heung-Min)', '(Son Heung-Min)', '(Porro P.)', '(Penalty)']","[""90+1'""]",['Joelinton'],['(Wilson C.)'],['(Roughing)'],"['(Holding)', '(Roughing)', '(Tripping)']",,,"[""73'"", ""73'"", ""86'"", ""86'"", ""90+1'""]","['Hojbjerg P.', 'Lo Celso G.', 'Skipp O.', 'Gil B.', 'Donley J.']","['Sarr P. M.', 'Richarlison', 'Johnson B.', 'Bissouma Y.', 'Son Heung-Min']","[""64'"", ""64'"", ""74'"", ""74'"", ""86'""]","['Longstaff S.', 'Wilson C.', 'Hall L.', 'Ritchie M.', 'Krafth E.']","['Almiron M.', 'Isak A.', 'Livramento V.', 'Gordon A.', 'Trippier K.']",3.99,1.52,57.0,43.0,12.0,3.0,1.0,3.0,2.0,8.0,10.0,12.0,0.0,0.0,1.0,3.0,536.0,409.0,local,3,5,local,visitante,visitante,visitante,26.0,1.0,away,home,0,0.6666666666666666,0.6666666666666666,away,1,False
England,Premier-league,Everton,Chelsea,2,0,2023/2024,0 - 0,2 - 0,"[""54'"", ""90+2'""]","['Doucoure A.', 'Dobbin L.']","['-', '-']",,,,"['(Tripping)', '(Tripping)']","['(Diving)', '(Unsportsmanlike conduct)']",,,"[""41'"", ""46'"", ""67'"", ""86'""]","['Patterson N.', 'Onana A.', 'Beto', 'Dobbin L.']","['Young A.', 'Gueye I.', 'Calvert-Lewin D.', 'Harrison J.']","[""27'"", ""66'"", ""67'"", ""84'"", ""84'""]","['Colwill L.', 'Sterling R.', 'Jackson N.', 'Petrovic D.', 'Maatsen I.']","['James R.', 'Fernandez E.', 'Broja A.', 'Sanchez R.', 'Cucurella M.']",0.95,0.83,28.0,72.0,5.0,4.0,2.0,1.0,4.0,3.0,12.0,12.0,0.0,0.0,2.0,2.0,259.0,703.0,local,2,2,visitante,igual,visitante,local,2.0,,home,home,1,1.0,0.6,empate,0,False
England,Premier-league,Fulham,West Ham,5,0,2023/2024,3 - 0,2 - 0,"[""22'"", ""31'"", ""40'"", ""60'"", ""89'""]","['Jimenez R.', 'Willian', 'Adarabioyo T.', 'Wilson H.', 'Carlos Vinicius']","['(Palhinha J.)', '(Iwobi A.)', '(Pereira A.)', '(Cairney T.)', '(Wilson H.)']",,,,"['(Roughing)', '(Tripping)']",['(Delay of game)'],,,"[""46'"", ""72'"", ""72'"", ""79'"", ""80'""]","['Wilson H.', 'Carlos Vinicius', 'Ballo-Toure F.', 'De Cordova-Reid B.', 'Reed H.']","['Willian', 'Jimenez R.', 'Robinson A.', 'Iwobi A.', 'Palhinha J.']","[""46'"", ""46'"", ""64'"", ""64'"", ""65'""]","['Mavropanos K.', 'Emerson', 'Mubama D.', 'Ogbonna A.', 'Benrahma S.']","['Cresswell A.', 'Fornals P.', 'Kudus M.', 'Zouma K.', 'Paqueta L.']",2.4,1.5,63.0,37.0,8.0,5.0,0.0,0.0,5.0,3.0,5.0,10.0,0.0,0.0,2.0,1.0,762.0,430.0,local,5,5,local,local,visitante,local,22.0,,home,home,1,1.0,0.375,away,1,True
England,Premier-league,Luton,Manchester City,1,2,2023/2024,1 - 0,0 - 2,"[""45+2'""]",['Adebayo E.'],['(Townsend A.)'],"[""62'"", ""65'""]","['Silva B.', 'Grealish J.']","['-', '(Alvarez J.)']","['(Roughing)', '(Roughing)']",['(Tripping)'],,,"[""72'"", ""72'"", ""84'"", ""90'""]","['Lokonga A. S.', 'Morris C.', 'Chong T.', 'Clark J.']","['Nakamba M.', 'Townsend A.', 'Giles R.', 'Lockyer T.']","[""69'"", ""83'"", ""90+3'""]","['Stones J.', 'Nunes M.', 'Akanji M.']","['Gvardiol J.', 'Kovacic M.', 'Foden P.']",0.36,1.37,34.0,66.0,2.0,6.0,1.0,1.0,4.0,1.0,16.0,6.0,0.0,0.0,2.0,1.0,302.0,594.0,visitante,1,3,visitante,local,local,local,2.0,62.0,home,away,0,0.6666666666666666,0.5,home,1,False
England,Premier-league,Aston Villa,Arsenal,1,0,2023/2024,1 - 0,0 - 0,"[""7'""]",['McGinn J.'],['(Bailey L.)'],,,,"['(Holding, misses next match)', '(Foul, misses next match)', '(Tripping)', '(Elbowing)']","['(Holding)', '(Tripping)']",,,"[""46'"", ""56'"", ""66'"", ""66'"", ""78'""]","['Diaby M.', 'Ramsey J.', 'Cash M.', 'Dendoncker L.', 'Moreno A.']","['Bailey L.', 'Tielemans Y.', 'Konsa E.', 'Kamara B.', 'Digne L.']","[""70'"", ""82'"", ""90+4'""]","['Trossard L.', 'Nketiah E.', 'Nelson R.']","['Martinelli G.', 'Gabriel Jesus', 'Zinchenko O.']",0.49,1.51,39.0,61.0,3.0,5.0,1.0,4.0,5.0,2.0,16.0,11.0,0.0,0.0,4.0,2.0,289.0,462.0,local,1,1,visitante,local,local,local,7.0,,home,home,1,1.0,0.6666666666666666,home,0,True
England,Premier-league,Brighton,Burnley,1,1,2023/2024,0 - 1,1 - 0,"[""77'""]",['Adingra S.'],['(Gross P.)'],"[""45'""]",['Odobert W.'],['(Rodriguez J.)'],,"['(Holding)', '(Delay of game)', '(Roughing)', '(Roughing)']",,,"[""46'"", ""46'"", ""59'"", ""59'"", ""85'""]","['Mitoma K.', 'Gilmour B.', 'Hinshelwood J.', 'Igor', 'Buonanotte F.']","['Lallana A.', 'Dahoud M.', 'Milner J.', 'Baleba C.', 'Dunk L.']","[""58'"", ""78'"", ""78'"", ""79'"", ""82'""]","['Ramsey A.', 'Redmond N.', 'Tresor Ndayishimiye M.', 'Roberts C.', 'Ekdal H.']","['Gudmundsson J.', 'Rodriguez J.', 'Odobert W.', 'Ramsey A.', 'Amdouni Z.']",2.52,1.02,72.0,28.0,11.0,3.0,2.0,1.0,2.0,10.0,5.0,8.0,0.0,0.0,0.0,4.0,777.0,308.0,empate,0,2,local,visitante,visitante,visitante,77.0,45.0,away,draw,0,0.6666666666666666,0.9090909090909092,away,1,False
England,Premier-league,Manchester Utd,Bournemouth,0,3,2023/2024,0 - 1,0 - 2,,,,"[""5'"", ""68'"", ""73'""]","['Solanke D.', 'Billing P.', 'Senesi M.']","['(Cook L.)', '(Tavernier M.)', '(Tavernier M.)']","['(Unsportsmanlike conduct)', '(Unsportsmanlike conduct)', '(Roughing, misses next match)']",['(Delay of game)'],,,"[""56'"", ""79'"", ""79'"", ""79'""]","['Hojlund R.', 'Evans J.', 'Pellistri F.', 'Rashford M.']","['Martial A.', 'Shaw L.', 'Antony', 'Garnacho A.']","[""58'"", ""72'"", ""88'"", ""88'""]","['Billing P.', 'Sinisterra L.', 'Ouattara Da.', 'Rothwell J.']","['Semenyo A.', 'Kluivert J.', 'Tavernier M.', 'Cook L.']",0.96,1.26,69.0,31.0,3.0,4.0,1.0,2.0,1.0,3.0,7.0,10.0,0.0,0.0,3.0,1.0,660.0,296.0,visitante,3,3,local,local,local,visitante,,5.0,away,away,1,0.25,1.0,away,0,False
England,Premier-league,Sheffield Utd,Brentford,1,0,2023/2024,1 - 0,0 - 0,"[""45+1'""]",['McAtee J.'],['(Hamer G.)'],,,,"['(Tripping)', '(Roughing)', '(Unsportsmanlike conduct)', '(Holding, misses next match)', '(Unsportsmanlike conduct)']",['(Roughing)'],,,"[""53'"", ""73'"", ""81'""]","['Slimane A.', 'Lowe M.', 'Peck S.']","['Osula W.', 'Brooks A.', 'McAtee J.']","[""46'"", ""65'"", ""66'""]","['Yarmolyuk Y.', 'Damsgaard M.', 'Olakigbe M.']","['Onyeka F.', 'Baptiste S.', 'Lewis-Potter K.']",0.77,0.72,40.0,60.0,4.0,4.0,1.0,1.0,4.0,3.0,14.0,13.0,0.0,0.0,5.0,1.0,334.0,489.0,local,1,1,visitante,local,igual,local,1.0,,home,home,1,1.0,0.75,home,0,True
England,Premier-league,Wolves,Nottingham,1,1,2023/2024,1 - 1,0 - 0,"[""32'""]",['Cunha M.'],['(Sarabia P.)'],"[""14'""]",['Toffolo H.'],['(Williams N.)'],,"['(Roughing)', '(Not on pitch)']",,,"[""61'"", ""69'"", ""69'"", ""90+1'""]","['Traore B.', 'Bellegarde J.', 'Doherty M.', 'Kalajdzic S.']","['Lemina M.', 'Sarabia P.', 'Bueno H.', 'Cunha M.']","[""63'"", ""78'"", ""84'""]","['Danilo', 'Felipe', 'Wood Ch.']","['Kouyate C.', 'Murillo', 'Elanga A.']",1.19,0.82,68.0,32.0,4.0,2.0,3.0,1.0,1.0,3.0,9.0,11.0,0.0,0.0,0.0,1.0,655.0,307.0,empate,0,2,local,visitante,visitante,visitante,32.0,14.0,away,draw,0,0.5,0.75,away,1,False
England,Premier-league,Crystal Palace,Liverpool,1,2,2023/2024,0 - 0,1 - 2,"[""57'""]",['Mateta J.'],['(Penalty)'],"[""76'"", ""90+1'""]","['Salah M.', 'Elliott H.']","['(Jones C.)', '(Salah M.)']","['(Tripping)', '(Unsportsmanlike conduct)', '(Holding)', '(Holding)', '(Not on pitch)', '(Foul)', '(Foul)']","['(Holding)', '(Roughing)']",['(Holding)'],,"[""46'"", ""68'"", ""84'"", ""87'"", ""90+5'""]","['Mateta J.', 'Olise M.', 'Ahamada N.', 'Matthews R.', 'Ozoh D.']","['Edouard O.', 'Lerma J.', 'Schlupp J.', 'Johnstone S.', 'Hughes W.']","[""46'"", ""57'"", ""57'"", ""74'"", ""74'""]","['Gomez J.', 'Gakpo C.', 'Konate I.', 'Jones C.', 'Elliott H.']","['Endo W.', 'Gravenberch R.', 'Quansah J.', 'Szoboszlai D.', 'Nunez D.']",1.99,1.26,24.0,76.0,4.0,2.0,0.0,6.0,0.0,3.0,17.0,17.0,1.0,0.0,7.0,2.0,197.0,662.0,visitante,1,3,visitante,local,visitante,visitante,57.0,1.0,away,away,1,0.0,0.75,empate,0,False
England,Premier-league,Tottenham,West Ham,1,2,2023/2024,1 - 0,0 - 2,"[""11'""]",['Romero C.'],['(Porro P.)'],"[""52'"", ""74'""]","['Bowen J.', 'Ward-Prowse J.']","['-', '-']","['(Roughing)', '(Tripping)', '(Not on pitch)']","['(Tripping)', '(Tripping)', '(Roughing)']",,,"[""67'"", ""67'"", ""84'"", ""84'"", ""88'""]","['Richarlison', 'Skipp O.', 'Gil B.', 'Sarr P. M.', 'Veliz A.']","['Hojbjerg P.', 'Lo Celso G.', 'Bissouma Y.', 'Johnson B.', 'Son Heung-Min']","[""88'""]",['Fornals P.'],['Kudus M.'],1.59,1.83,75.0,25.0,7.0,5.0,1.0,6.0,3.0,6.0,11.0,12.0,0.0,0.0,3.0,3.0,784.0,251.0,visitante,1,3,local,igual,visitante,visitante,11.0,52.0,home,away,0,0.6,0.8571428571428571,away,0,False
England,Premier-league,Everton,Newcastle,3,0,2023/2024,0 - 0,3 - 0,"[""79'"", ""86'"", ""90+6'""]","['McNeil D.', 'Doucoure A.', 'Beto']","['-', '(McNeil D.)', '(Patterson N.)']",,,,"['(Roughing)', '(Tripping)', '(Delay of game)', '(Not on pitch)']",,,,"[""67'"", ""85'""]","['Patterson N.', 'Beto']","['Coleman S.', 'Calvert-Lewin D.']","[""90'"", ""90'""]","['Krafth E.', 'Ritchie M.']","['Lascelles J.', 'Miley L.']",3.17,1.27,39.0,61.0,6.0,3.0,0.0,2.0,3.0,3.0,18.0,8.0,0.0,0.0,3.0,0.0,313.0,536.0,local,3,3,visitante,local,visitante,igual,6.0,,home,home,1,1.0,0.5,home,0,True
England,Premier-league,Aston Villa,Manchester City,1,0,2023/2024,0 - 0,1 - 0,"[""74'""]",['Bailey L.'],['(Tielemans Y.)'],,,,"['(Roughing)', '(Unsportsmanlike conduct)']","['(Roughing)', '(Holding)']",,,"[""85'"", ""85'"", ""90'"", ""90'""]","['Ramsey J.', 'Diaby M.', 'Moreno A.', 'Duran J.']","['Tielemans Y.', 'Bailey L.', 'Digne L.', 'Watkins O.']","[""68'"", ""68'"", ""73'""]","['Nunes M.', 'Kovacic M.', 'Bobb O.']","['Lewis R.', 'Alvarez J.', 'Foden P.']",2.06,0.86,46.0,54.0,7.0,2.0,0.0,5.0,2.0,6.0,13.0,13.0,0.0,0.0,2.0,2.0,436.0,520.0,local,1,1,visitante,igual,visitante,visitante,74.0,,home,home,1,1.0,0.8571428571428571,empate,0,False
England,Premier-league,Manchester Utd,Chelsea,2,1,2023/2024,1 - 1,1 - 0,"[""19'"", ""69'""]","['McTominay S.', 'McTominay S.']","['-', '(Garnacho A.)']","[""45'""]",['Palmer C.'],['(Mudryk M.)'],"['(Roughing)', '(Unsportsmanlike conduct)', '(Holding)', '(Unsportsmanlike conduct)']",,,,"[""46'"", ""84'"", ""90+2'""]","['Reguilon S.', 'Rashford M.', 'Evans J.']","['Lindelof V.', 'Hojlund R.', 'Garnacho A.']","[""46'"", ""77'""]","['James R.', 'Broja A.']","['Cucurella M.', 'Mudryk M.']",4.11,1.43,45.0,55.0,9.0,3.0,3.0,1.0,2.0,7.0,12.0,12.0,0.0,0.0,4.0,0.0,397.0,512.0,local,1,3,visitante,local,visitante,visitante,19.0,45.0,home,home,1,0.6666666666666666,0.7777777777777778,empate,0,True
England,Premier-league,Brighton,Brentford,2,1,2023/2024,1 - 1,1 - 0,"[""31'"", ""52'""]","['Gross P.', 'Hinshelwood J.']","['(Mitoma K.)', '(Gross P.)']","[""27'""]",['Mbeumo B.'],['(Penalty)'],"['(Holding)', '(Tripping)', '(Unsportsmanlike conduct)']",['(Unsportsmanlike conduct)'],,,"[""69'"", ""69'"", ""73'"", ""84'"", ""84'""]","['Milner J.', 'Ferguson E.', 'Veltman J.', 'Baker-Boaitey B.', 'Moder J.']","['Buonanotte F.', 'Joao Pedro', 'Hinshelwood J.', 'Adingra S.', 'Baleba C.']","[""40'"", ""46'"", ""69'"", ""84'""]","['Wissa Y.', 'Lewis-Potter K.', 'Damsgaard M.', 'Peart-Harris M.']","['Mbeumo B.', 'Yarmolyuk Y.', 'Baptiste S.', 'Roerslev Rasmussen M.']",1.4,1.15,61.0,39.0,7.0,2.0,1.0,2.0,1.0,5.0,10.0,8.0,0.0,0.0,3.0,1.0,608.0,377.0,local,1,3,local,local,visitante,visitante,31.0,27.0,away,home,0,0.5,0.7142857142857143,home,0,True
England,Premier-league,Crystal Palace,Bournemouth,0,2,2023/2024,0 - 1,0 - 1,,,,"[""25'"", ""90+1'""]","['Senesi M.', 'Moore K.']","['(Sinisterra L.)', '(Billing P.)']",['(Foul)'],"['(Roughing)', '(Roughing)', '(Handling)']",,,"[""29'"", ""69'"", ""69'"", ""86'""]","['Clyne N.', 'Ahamada N.', 'Hughes W.', 'Mateta J.']","['Mitchell T.', 'Schlupp J.', 'Ward J.', 'Lerma J.']","[""62'"", ""62'"", ""79'"", ""88'""]","['Billing P.', 'Tavernier M.', 'Ouattara Da.', 'Moore K.']","['Kluivert J.', 'Semenyo A.', 'Sinisterra L.', 'Solanke D.']",0.71,1.97,59.0,41.0,3.0,4.0,0.0,0.0,2.0,3.0,10.0,17.0,0.0,0.0,1.0,3.0,524.0,354.0,visitante,2,2,local,visitante,local,visitante,,1.0,away,away,1,0.5,1.0,away,0,True
England,Premier-league,Fulham,Nottingham,5,0,2023/2024,2 - 0,3 - 0,"[""30'"", ""34'"", ""54'"", ""74'"", ""86'""]","['Iwobi A.', 'Jimenez R.', 'Jimenez R.', 'Iwobi A.', 'Cairney T.']","['(Willian)', '(Pereira A.)', '-', '(Wilson H.)', '(Pereira A.)']",,,,,['(Tripping)'],,,"[""63'"", ""75'"", ""75'"", ""79'"", ""79'""]","['Wilson H.', 'Ballo-Toure F.', 'De Cordova-Reid B.', 'Carlos Vinicius', 'Lukic S.']","['Willian', 'Robinson A.', 'Iwobi A.', 'Jimenez R.', 'Palhinha J.']","[""46'"", ""46'"", ""58'"", ""58'"", ""75'""]","['Yates R.', 'Gibbs-White M.', 'Wood Ch.', 'Danilo', 'Niakhate M.']","['Sangare I.', 'Dominguez N.', 'Origi D.', 'Hudson-Odoi C.', 'Felipe']",2.08,0.32,64.0,36.0,6.0,1.0,2.0,3.0,1.0,1.0,7.0,10.0,0.0,0.0,0.0,1.0,700.0,401.0,local,5,5,local,visitante,visitante,igual,30.0,,home,home,1,1.0,0.1666666666666666,away,1,False
England,Premier-league,Sheffield Utd,Liverpool,0,2,2023/2024,0 - 1,0 - 1,,,,"[""37'"", ""90+4'""]","['van Dijk V.', 'Szoboszlai D.']","['(Alexander-Arnold T.)', '(Nunez D.)']","['(Tripping, misses next match)', '(Unsportsmanlike conduct)']","['(Tripping)', '(Tripping)', '(Unsportsmanlike conduct)']",,,"[""74'"", ""75'"", ""86'"", ""88'""]","['Fleck J.', 'Traore B.', 'Norwood O.', 'Lowe M.']","['Brooks A.', 'Osula W.', 'Vini Souza', 'Trusty A.']","[""59'"", ""67'"", ""67'"", ""86'""]","['Jones C.', 'Elliott H.', 'Nunez D.', 'Gravenberch R.']","['Mac Allister A.', 'Salah M.', 'Diaz L.', 'Gakpo C.']",0.69,1.91,24.0,76.0,1.0,8.0,1.0,4.0,6.0,1.0,12.0,8.0,0.0,0.0,2.0,3.0,207.0,632.0,visitante,2,2,visitante,visitante,local,local,,4.0,away,away,1,0.75,1.0,home,1,True
England,Premier-league,Luton,Arsenal,3,4,2023/2024,1 - 2,2 - 2,"[""25'"", ""49'"", ""57'""]","['Osho G.', 'Adebayo E.', 'Barkley R.']","['(Doughty A.)', '(Doughty A.)', '(Townsend A.)']","[""20'"", ""45'"", ""60'"", ""90+7'""]","['Martinelli G.', 'Gabriel Jesus', 'Havertz K.', 'Rice D.']","['(Saka B.)', '(White B.)', '(Gabriel Jesus)', '(Odegaard M.)']","['(Tripping)', '(Tripping)']","['(Tripping)', '(Not on pitch, Unsportsmanlike conduct)']",,,"[""61'"", ""61'"", ""62'"", ""88'"", ""88'""]","['Morris C.', 'Chong T.', 'Ogbene C.', 'Clark J.', 'Giles R.']","['Adebayo E.', 'Brown J.', 'Townsend A.', 'Mpanzu P.', 'Doughty A.']","[""64'"", ""64'""]","['Zinchenko O.', 'Trossard L.']","['Kiwior J.', 'Martinelli G.']",0.47,2.79,33.0,67.0,4.0,9.0,1.0,4.0,5.0,1.0,14.0,7.0,0.0,0.0,2.0,1.0,296.0,589.0,visitante,1,7,visitante,local,local,local,25.0,7.0,away,away,1,0.5555555555555556,0.25,home,1,False
England,Premier-league,Wolves,Burnley,1,0,2023/2024,1 - 0,0 - 0,"[""42'""]",['Hwang Hee-Chan'],['(Cunha M.)'],,,,"['(Roughing)', '(Tripping)']","['(Tripping)', '(Roughing)', '(Holding)', '(Holding)']",,,"[""79'"", ""87'"", ""90+1'""]","['Bellegarde J.', 'Traore B.', 'Doherty M.']","['Sarabia P.', 'Cunha M.', 'Bueno H.']","[""36'"", ""70'"", ""90+2'"", ""90+2'""]","['Gudmundsson J.', 'Tresor Ndayishimiye M.', 'Redmond N.', 'Odobert W.']","['Koleosho L.', 'Bruun Larsen J.', 'Ekdal H.', 'Vitinho']",0.85,0.85,51.0,49.0,4.0,3.0,2.0,0.0,3.0,3.0,11.0,15.0,0.0,0.0,2.0,4.0,465.0,435.0,local,1,1,local,visitante,visitante,igual,42.0,,home,home,1,1.0,0.75,away,1,False
England,Premier-league,Manchester City,Tottenham,3,3,2023/2024,2 - 1,1 - 2,"[""9'"", ""31'"", ""81'""]","['Son Heung-Min', 'Foden P.', 'Grealish J.']","['(Own goal)', '(Alvarez J.)', '(Haaland E.)']","[""6'"", ""69'"", ""90'""]","['Son Heung-Min', 'Lo Celso G.', 'Kulusevski D.']","['(Kulusevski D.)', '(Son Heung-Min)', '(Johnson B.)']","['(Tripping)', '(Delay of game)', '(Tripping)', '(Unsportsmanlike conduct)']","['(Tripping)', '(Tripping)', '(Tripping)', '(Tripping)']",,,"[""52'"", ""73'"", ""87'"", ""87'""]","['Grealish J.', 'Lewis R.', 'Ake N.', 'Kovacic M.']","['Doku J.', 'Foden P.', 'Gvardiol J.', 'Alvarez J.']","[""46'"", ""79'"", ""87'"", ""90+6'""]","['Hojbjerg P.', 'Skipp O.', 'Richarlison', 'Donley J.']","['Gil B.', 'Lo Celso G.', 'Bissouma Y.', 'Johnson B.']",2.87,0.54,55.0,45.0,4.0,4.0,2.0,2.0,1.0,1.0,14.0,14.0,0.0,0.0,4.0,4.0,572.0,472.0,empate,0,6,local,igual,igual,igual,9.0,6.0,away,draw,0,0.25,0.25,empate,0,False
England,Premier-league,Bournemouth,Aston Villa,2,2,2023/2024,1 - 1,1 - 1,"[""10'"", ""52'""]","['Semenyo A.', 'Solanke D.']","['(Christie R.)', '(Kerkez M.)']","[""20'"", ""90'""]","['Bailey L.', 'Watkins O.']","['(Watkins O.)', '(Diaby M.)']","['(Roughing)', '(Unsportsmanlike conduct)', '(Unsportsmanlike conduct)', '(Tripping)', '(Not on pitch)']","['(Tripping)', '(Holding)', '(Unsportsmanlike conduct)']",,,"[""70'"", ""71'"", ""83'"", ""90+3'""]","['Billing P.', 'Sinisterra L.', 'Mepham C.', 'Ouattara Da.']","['Kluivert J.', 'Semenyo A.', 'Kerkez M.', 'Tavernier M.']","[""46'"", ""65'"", ""74'"", ""74'"", ""74'""]","['Ramsey J.', 'Duran J.', 'Moreno A.', 'Cash M.', 'Diaby M.']","['Zaniolo N.', 'McGinn J.', 'Digne L.', 'Konsa E.', 'Bailey L.']",1.81,1.0,37.0,63.0,7.0,3.0,3.0,2.0,1.0,5.0,16.0,12.0,0.0,0.0,5.0,3.0,282.0,473.0,empate,0,4,visitante,local,visitante,visitante,10.0,20.0,home,draw,0,0.3333333333333333,0.7142857142857143,home,1,False
England,Premier-league,Chelsea,Brighton,3,2,2023/2024,2 - 1,1 - 1,"[""17'"", ""21'"", ""65'""]","['Fernandez E.', 'Colwill L.', 'Fernandez E.']","['(Badiashile B.)', '(Jackson N.)', '(Penalty)']","[""43'"", ""90+2'""]","['Buonanotte F.', 'Joao Pedro']","['(Lallana A.)', '(Milner J.)']","['(Roughing)', '(Tripping)', '(Foul)', '(Delay of game)']","['(Holding)', '(Roughing)', '(Unsportsmanlike conduct)', '(Roughing)', '(Unsportsmanlike conduct)']",['(Tripping)'],,"[""66'"", ""72'"", ""81'""]","['Palmer C.', 'Maatsen I.', 'Broja A.']","['Sterling R.', 'Jackson N.', 'Mudryk M.']","[""57'"", ""57'"", ""57'"", ""57'"", ""84'""]","['Mitoma K.', 'Milner J.', 'Joao Pedro', 'Gross P.', 'Baker-Boaitey B.']","['Buonanotte F.', 'Hinshelwood J.', 'Lallana A.', 'Baleba C.', 'Igor']",1.91,0.92,32.0,68.0,5.0,9.0,2.0,3.0,7.0,2.0,16.0,12.0,1.0,0.0,5.0,5.0,306.0,645.0,local,1,5,visitante,igual,local,local,17.0,2.0,away,home,0,0.7777777777777778,0.4,home,0,False
England,Premier-league,Liverpool,Fulham,4,3,2023/2024,2 - 2,2 - 1,"[""20'"", ""38'"", ""87'"", ""88'""]","['Leno B.', 'Mac Allister A.', 'Endo W.', 'Alexander-Arnold T.']","['(Own goal)', '-', '(Salah M.)', '(Tsimikas K.)']","[""24'"", ""45+3'"", ""80'""]","['Wilson H.', 'Tete K.', 'De Cordova-Reid B.']","['(Robinson A.)', '-', '(Cairney T.)']",,,,,"[""64'"", ""65'"", ""69'"", ""83'""]","['Gakpo C.', 'Gomez J.', 'Konate I.', 'Endo W.']","['Szoboszlai D.', 'Mac Allister A.', 'Matip J.', 'Gravenberch R.']","[""62'"", ""62'"", ""75'"", ""75'"", ""90'""]","['Cairney T.', 'Willian', 'De Cordova-Reid B.', 'Castagne T.', 'Carlos Vinicius']","['Wilson H.', 'Pereira A.', 'Iwobi A.', 'Tete K.', 'Reed H.']",2.51,1.21,62.0,38.0,12.0,5.0,5.0,1.0,2.0,8.0,6.0,7.0,0.0,0.0,0.0,0.0,624.0,392.0,local,1,7,local,igual,visitante,visitante,20.0,3.0,away,home,0,0.4,0.6666666666666666,away,1,False
England,Premier-league,West Ham,Crystal Palace,1,1,2023/2024,1 - 0,0 - 1,"[""13'""]",['Kudus M.'],['(Coufal V.)'],"[""53'""]",['Edouard O.'],['-'],"['(Tripping)', '(Tripping)']",,,,"[""89'""]",['Fornals P.'],['Alvarez E.'],"[""82'"", ""87'""]","['Riedewald J.', 'Mateta J.']","['Hughes W.', 'Edouard O.']",1.1,0.83,55.0,45.0,3.0,2.0,2.0,0.0,1.0,2.0,17.0,7.0,0.0,0.0,2.0,0.0,557.0,466.0,empate,0,2,local,local,visitante,visitante,13.0,53.0,home,draw,0,0.5,0.6666666666666666,home,1,False
England,Premier-league,Newcastle,Manchester Utd,1,0,2023/2024,0 - 0,1 - 0,"[""55'""]",['Gordon A.'],['(Trippier K.)'],,,,['(Unsportsmanlike conduct)'],"['(Tripping)', '(Tripping)']",,,"[""86'"", ""90+7'""]","['Dubravka M.', 'Ritchie M.']","['Pope N.', 'Gordon A.']","[""61'"", ""61'"", ""80'"", ""80'""]","['Hojlund R.', 'Antony', 'Reguilon S.', 'Amrabat S.']","['Martial A.', 'Rashford M.', 'Wan-Bissaka A.', 'Mainoo K.']",2.98,0.38,58.0,42.0,4.0,1.0,0.0,1.0,1.0,3.0,6.0,14.0,0.0,0.0,1.0,2.0,522.0,366.0,local,1,1,local,visitante,visitante,visitante,55.0,,home,home,1,1.0,0.75,away,1,False
